Number,Time
3,0.006770828003936913
6,0.006382588006090373
9,0.00631225200049812
12,0.006162990001030266
15,0.0060374180029612035
18,0.005953625004622154
21,0.005810424001538195
24,0.005860823999682907
27,0.005787021997093689
30,0.005650209997838829
33,0.005709762997867074
36,0.0063759069962543435
39,0.005469944000651594
42,0.00550578399997903
45,0.0053981399978511035
48,0.005815217999042943
51,0.005366441000660416
54,0.005286063998937607
57,0.005261209000309464
60,0.005160170003364328
63,0.0052174360025674105
66,0.005198620005103294
69,0.005071037994639482
72,0.004993365000700578
75,0.00499770199530758
78,0.004976976000762079
81,0.004869304997555446
84,0.004813473002286628
87,0.0078271659949678
90,0.007827468994946685
93,0.007922671997221187
96,0.007700338996073697
99,0.007573223003419116
102,0.00740841399965575
105,0.007329041996854357
108,0.007340039999689907
111,0.007831246002751868
114,0.004541356000117958
117,0.004396607997477986
120,0.004311760996642988
123,0.00420896500145318
126,0.004224807002174202
129,0.0041347049991600215
132,0.006674171003396623
135,0.006597560000955127
138,0.006563205999555066
141,0.006457798001065385
144,0.006365895998897031
147,0.0063445199994021095
150,0.00411533800070174
153,0.003920743998605758
156,0.0038771809995523654
159,0.0038390010013245046
162,0.0037934049978503026
165,0.0036912909999955446
168,0.005949593003606424
171,0.005974986001092475
174,0.00585726200370118
177,0.005895590002182871
180,0.005838478005898651
183,0.005671731996699236
186,0.0035063670002273284
189,0.0033256969982176088
192,0.0032795309962239116
195,0.0032525409988011234
198,0.003168487994116731
201,0.004992227004549932
204,0.00497468099638354
207,0.004921785002807155
210,0.004843636997975409
213,0.00482495799951721
216,0.00478082900372101
219,0.0030544170003850013
222,0.0028013410046696663
225,0.0028015140051138587
228,0.0027658519975375384
231,0.002721559001656715
234,0.002766780002275482
237,0.0026720789974206127
240,0.0026104290009243414
243,0.002542427995649632
246,0.0024786479989415966
249,0.0039316679976764135
252,0.004064173001097515
255,0.004097962002560962
258,0.002277647996379528
261,0.0022562079975614324
264,0.0026949719976983033
267,0.0021442819997901097
270,0.0021948479989077896
