Number,Time
0,0.10700047999853268
1,0.08600078000017675
2,0.097510018000321
3,0.11561183799858554
4,0.13899296299859998
5,0.09736903600060032
6,0.10522692899758113
7,0.09872908000033931
8,1.4433371900013299
9,0.12594906600133982
10,0.32594753000012133
11,0.10419762499805074
12,0.10468723799931468
13,0.15149374000247917
14,0.09770331099934992
15,0.09181251499830978
16,0.07373885099877953
17,0.10602815300080692
18,0.09652171100242413
19,0.10296329099946888
20,0.09879949400055921
21,0.10531802799960133
22,0.15960479299974395
23,0.08891305600263877
24,0.13859478200174635
25,0.0851858620007988
26,0.11249241100085783
27,0.1039910500003316
28,0.09726462799881119
29,0.20339607300047646
30,0.09172881300037261
31,0.09190580199719989
32,0.0974477609997848
33,0.09007820700207958
34,0.10126153599776444
35,0.13650282000162406
36,0.10419312600060948
37,0.10942366200106335
38,0.1025852489983663
39,0.11961242000325001
40,0.1904686470006709
41,0.10246010899936664
42,0.09862027900089743
43,0.0918428529985249
44,0.10726069399970584
45,0.09695725300116464
46,0.08808493199830991
47,0.09684272699814755
48,0.09028795199992601
49,0.12062236100246082
50,0.11186667600122746
51,1.456876361000468
52,0.09769142200093484
53,1.9186088420028682
54,0.09850107500096783
55,0.08975445899704937
56,0.10094854400085751
57,0.16581776100065326
58,0.10665189599967562
59,0.10005427099895314
60,0.10060203700049897
61,0.10711313700085157
62,0.1300431910021871
63,0.11379113800285268
64,0.1182065139983024
65,0.11151798399805557
66,0.12709480800185702
67,0.15476410800329177
68,0.09595206100129872
69,0.08961781200196128
70,0.12024139300046954
71,0.12299624200022663
72,0.11170059600044624
73,0.11721459099862841
74,0.12513583100007963
75,0.10621427599835442
76,0.11376239899982465
77,0.1660833370006003
78,0.10232547199848341
79,0.10164334999717539
80,1.875932412000111
81,0.09112135299801594
82,0.112966321001295
83,0.10231882399966707
84,0.11378390299796592
85,0.12058883300051093
86,0.18391929100107518
87,0.12288142100078403
88,0.11766582400014158
89,0.14054590500018094
90,0.11304766000102973
91,0.10230877000140026
92,0.1136589189991355
93,1.6498426329999347
94,0.08562572699884186
95,0.10702331100037554
96,0.09696091799924034
97,0.12311100999795599
98,0.1603748249981436
99,0.11155839699858916
100,0.1234983430003922
101,0.12440796400187537
102,0.08454054400135647
103,1.1138769329991192
104,0.10700256199925207
105,0.10758437299955403
106,0.09892551400116645
107,0.20638106299884384
108,0.08667270800287952
109,0.11296027099888306
110,0.12169458399876021
111,0.8488645719990018
112,0.0906963569977961
113,0.11168861199985258
114,0.15218932299831067
115,2.2908162380008434
116,0.09236291500201332
117,0.10305953199713258
118,0.09294245000273804
119,0.09973300599813228
120,0.1288339700004144
121,0.10360750199834001
122,0.11420981500123162
123,0.10671458200158668
124,0.09601053799997317
125,0.0958931049972307
126,0.32321378200140316
127,0.12683693200233392
128,0.11292184000194538
129,1.5738033480010927
130,0.1090551580018655
131,0.11354495600244263
132,0.11263038600009168
133,0.10615521200088551
134,0.17513074400267215
135,0.09440400799940107
136,0.11946368900316884
137,0.08979993600223679
138,0.09486334499888471
139,0.15440642199973809
140,0.6294928300012543
141,0.09885019000284956
142,0.1070273149998684
143,0.18180465399927925
144,0.08391910699720029
145,0.1475977009977214
146,0.16925075399922207
147,0.12548050999976113
148,0.08686924599896884
149,0.0883966639994469
150,1.0323448149974865
151,1.0456340089986043
152,0.09494235699821729
153,0.10170746400035569
154,0.1238333090004744
155,0.1217765950023022
156,0.13002860599954147
157,0.11542357700091088
158,0.09488336999856983
159,0.13587932100199396
160,0.12550134699995397
161,0.08481975199902081
162,0.09396360600294429
163,0.21828313500009244
164,0.1136444069998106
165,0.11013266800000565
166,0.10259799399864278
167,0.10828722700171056
168,0.09354731100029312
169,0.09615419799956726
170,0.1184846389987797
171,0.11294249600177864
172,0.840082701000938
173,0.11124806899897521
174,0.13398337599937804
175,0.13250417800009018
176,2.0965580250012863
177,0.10641479100013385
178,1.9345158679971064
179,0.08595602399873314
180,0.11838155000077677
181,0.10091345399996499
182,0.13519891800024197
183,0.1367878599994583
184,0.10473451399957412
185,0.11748158000045805
186,0.11676416100090137
187,0.10663822599963169
188,0.10249161300089327
189,0.15163798200228484
190,0.14700095099760802
191,0.10134565299813403
192,1.935366289999365
193,0.2416230220005673
194,0.09098868100045365
195,0.12823999200190883
196,0.14031562799937092
197,0.1384355209993373
198,0.10991966800065711
199,0.11185588999796892
200,0.11231800099994871
201,0.12708108600054402
202,0.209391518998018
203,0.11784972899840795
204,0.10417298099855543
205,0.1010396519995993
206,0.09650912500001141
207,0.11357701200176962
208,0.09126875599758932
209,0.10133520999806933
210,1.8355604829994263
211,0.21284541000204626
212,1.3233883600005356
213,0.1105121489999874
214,0.7874541439996392
215,0.1455053570025484
216,0.11679989999902318
217,0.10550215699913679
218,0.11059861300236662
219,0.12104228300086106
220,0.22515886999826762
221,0.10381656500248937
222,0.10436867899989011
223,0.12789616499867407
224,0.11301525199814932
225,0.10169857200162369
226,0.11935451399767771
227,0.13071440099884057
228,0.10937363500124775
229,0.20862840299741947
230,1.9026359170020442
231,1.2700800750026247
232,0.14052765800079214
233,0.09806032599954051
234,0.14400987699991674
235,0.5347570060002909
236,0.11055486799887149
237,0.13061731299967505
238,0.12194301899944548
239,0.13930718899791827
240,0.11529890000019805
241,2.4440909969998756
242,0.14500772899918957
243,0.11885304200040991
244,0.10402361699743778
245,0.11438204899968696
246,0.10564484700080357
247,0.10918141699949047
248,0.08554902699688682
249,1.0770098270004382
250,0.12027953800134128
251,0.12391887000194401
252,0.11119979999784846
253,0.10015253899837262
254,0.09793075899870018
255,0.12930689899803838
256,0.2651264580017596
257,0.12797572699855664
258,0.11084310099977301
259,0.1144464409990178
260,0.1390541700020549
261,0.1015915349998977
262,0.12978423000095063
263,0.11922997500005295
264,0.113226769000903
265,0.24000422199969762
266,0.11237982099919464
267,0.14156157900288235
268,0.11799779799912358
269,0.12906363700312795
270,0.11282732299878262
271,0.09207119600250735
272,0.12373706200014567
273,0.13441311399947153
274,0.21042659399972763
275,0.09973636200084002
276,0.11018148000221117
277,0.1378667199969641
278,0.12097307600197382
279,0.21399494400247931
280,0.10370206000152393
281,0.10504778500035172
282,0.11012062299778336
283,0.22146301599786966
284,0.10709611100173788
285,0.11353914000210352
286,0.14256823899995652
287,0.11431104700022843
288,1.371808191001037
289,0.11730851200263714
290,0.09909967099883943
291,0.12233082799866679
292,0.901842185001442
293,0.11772722699970473
294,0.10787288099891157
295,0.1068034269992495
