Number,Time
3,0.0008158909986377694
6,0.0006782639975426719
9,0.000630515998636838
12,0.000623428997641895
15,0.0006715769995935261
18,0.0007904079975560308
21,0.0006347140006255358
24,0.0006142450001789257
27,0.0006726930005243048
30,0.0008063179993769154
33,0.0006496849964605644
36,0.0006646269976045005
39,0.0007745689945295453
42,0.0006681809973088093
45,0.0008297560052596964
48,0.0006745589998899959
51,0.0009019990029628389
54,0.0006720680030412041
57,0.0008607130002928898
60,0.0006708229993819259
63,0.0007773739998810925
66,0.0007150999954319559
69,0.0008090749979601242
72,0.0006808990001445636
75,0.0008100900013232604
78,0.0007253500007209368
81,0.0007946409969008528
84,0.0007090009967214428
87,0.000857037004607264
90,0.0007387810037471354
93,0.0007988659999682568
96,0.0006993979986873455
99,0.0008591340010752901
102,0.0009122389965341426
105,0.0008435229974566028
108,0.0007000620025792159
111,0.0008758260009926744
114,0.0007224750006571412
117,0.0008924819994717836
120,0.0007100559960235842
123,0.0009027720006997697
126,0.0006967689987504855
129,0.0008262909977929667
132,0.0006908940049470402
135,0.0009009090063045733
138,0.0007016110030235723
141,0.0008252090046880767
144,0.0007149209995986894
147,0.0008619990039733239
150,0.000708378000126686
153,0.0008278889945358969
156,0.0007501669970224611
159,0.0008396600023843348
162,0.0007074979948811233
165,0.0008196869966923259
168,0.0007640330004505813
171,0.000879692001035437
174,0.0007764859983581118
177,0.0008761389981373213
180,0.0007282319929799996
183,0.0009050709995790385
186,0.0007238250036607496
189,0.0009790850017452613
192,0.0007412359991576523
195,0.0010126039996976033
198,0.0007332919994951226
201,0.0009012399968924001
204,0.0007441669949912466
207,0.0009201479988405481
210,0.000788724995800294
213,0.0008853909967001528
216,0.0007413570056087337
219,0.0009226670008501969
222,0.0007305760009330697
225,0.0009209769996232353
228,0.0008234000051743351
231,0.0011531009949976578
234,0.0008631250020698644
237,0.0010601440008031204
240,0.0008911960030673072
243,0.0011003469990100712
246,0.0008283130009658635
249,0.0010979900034726597
252,0.0008338710031239316
255,0.001038724003592506
258,0.00088036700617522
261,0.0010142690007342026
264,0.0009986399963963777
267,0.0009646309990785085
270,0.0009269079964724369
273,0.000909692003915552
276,0.0009911799934343435
279,0.0009550219983793795
282,0.0009391580024384893
285,0.001015163004922215
288,0.0009353549976367503
291,0.0009179230037261732
294,0.0009786660011741333
297,0.0009315330025856383
300,0.0009320000026491471
303,0.0009817909958655946
306,0.0009768579984665848
309,0.001327939004113432
312,0.0009306300053140149
315,0.000868302995513659
318,0.0008538929978385568
321,0.0008851859965943731
324,0.0008722880011191592
327,0.0009119550013565458
330,0.0008789100029389374
333,0.000904447995708324
336,0.0008562049988540821
339,0.0008467320003546774
342,0.0009029110005940311
345,0.000852735000080429
348,0.0008888470038073137
351,0.0008526749952579848
354,0.0008573340019211173
357,0.0008611800003563985
360,0.0008465650025755167
363,0.0009188719996018335
366,0.0008728860047995113
369,0.0009476720006205142
372,0.001031991996569559
375,0.0009765010036062449
378,0.0009475299957557581
381,0.0010065300011774525
384,0.0009489800067967735
387,0.001001448996248655
390,0.0010116810008184984
393,0.0010134680051123723
396,0.0009701890012365766
399,0.0010192099944106303
402,0.0009824840017245151
405,0.0009653390006860718
408,0.0010591979953460395
411,0.000896890000149142
414,0.000884543995198328
417,0.0008828400023048744
420,0.0008562210059608333
423,0.0008622499954071827
426,0.0008945340014179237
429,0.0008680820028530434
432,0.0008674819982843474
435,0.0008608790012658574
438,0.0008959410042734817
441,0.0008563630035496317
444,0.0008433909970335662
447,0.000935666001169011
450,0.0008483749988954514
453,0.0008494020003126934
456,0.0008435319978161715
459,0.0008632269964437
462,0.0009187920004478656
465,0.001038811999023892
468,0.000956595002207905
471,0.0008513259963365272
474,0.0008752150024520233
477,0.0009205859969370067
480,0.001086286996724084
483,0.0009114109998336062
486,0.0009335130016552284
489,0.0008684980057296343
492,0.0008674170021549799
495,0.0008640090018161573
498,0.0009745940042193979
501,0.0009129259997280315
504,0.0008544469965272583
507,0.000916067001526244
510,0.0008863209950504825
